Album,Artist,Genre,Name,Total Time,carpeta_esquema,filename,playlist,ruta_absoluta,Album Artist,Album Rating,Album Rating Computed,Artwork Count,BPM,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Disliked,Explicit,File Folder Count,Kind,Library Folder Count,Location,Matched,Normalization,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Track Count,Track ID,Track Number,Track Type,Work,Year
THE ALBUM,BLACKPINK,K-Pop,Pretty Savage,3:19,RAW,03 Pretty Savage.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,BLACKPINK,100,True,1,76,256,,Se encuentra en spotify,,"Teddy, Loren, Vince, Danny Chung, R. Tee & Bekuh Boom",2024-09-26 20:49:03,2025-10-17 06:56:52,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/BLACKPINK/THE%20ALBUM/03%20Pretty%20Savage.mp3,,3120,7F691E42A38AA615,5,3845724557,2025-11-11 22:49:17,,100,,,44100,6428872,,,,,,,,8,5561,3,File,,2020
THE ALBUM,BLACKPINK,K-Pop,Love To Hate Me,2:49,RAW,07 Love To Hate Me.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,BLACKPINK,100,True,1,81,256,,Se encuentra en spotify,,"Teddy, Tushar Apte, Rob Grimaldi, Chloe George, Steph Jones, Danny Chung, 24 & Vince",2024-09-26 20:49:03,2025-10-17 06:56:52,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/BLACKPINK/THE%20ALBUM/07%20Love%20To%20Hate%20Me.mp3,,5227,AC00EADC5A13086C,4,3843565597,2025-10-17 22:06:37,,100,,,44100,5490974,,,,,,,,8,5569,7,File,,2020
for you - EP,Chilli Beans.,J-Pop,Raise,3:35,RAW,01 Raise.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Chilli Beans.,100,True,,119,256,,Se encuentra en spotify,,Chilli Beans.,2024-09-26 20:49:04,2025-10-17 06:56:45,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Chilli%20Beans_/for%20you%20-%20EP/01%20Raise.mp3,,7587,E35F427307A928A7,5,3842123342,2025-10-01 05:29:02,,100,,,44100,6892642,,,,,,,,5,5575,1,File,,2023
mixtape - EP,Chilli Beans. feat. Vaundy,J-Pop,rose,3:07,RAW,02 rose.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Chilli Beans.,100,True,1,95,256,,Se encuentra en spotify,,,2024-09-26 20:49:05,2025-10-17 06:56:45,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Chilli%20Beans_/mixtape%20-%20EP/02%20rose.mp3,,5034,246593BB00662E27,3,3833567608,2025-06-24 04:53:28,,100,,,44100,6160524,,,,,,,,5,5587,2,File,,2023
La Intención - Single,Christian Nodal & Peso Pluma,Música mexicana,La Intención,4:09,RAW,01 La Intención.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Christian Nodal & Peso Pluma,100,True,,132,256,,Se encuentra en spotify,,Christian Nodal,2024-09-26 20:49:06,2025-10-17 06:56:43,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Christian%20Nodal%20&%20Peso%20Pluma/La%20Intenci%C3%B3n%20-%20Single/01%20La%20Intenci%C3%B3n.mp3,,6558,F325E25CEFA6C35A,6,3841338963,2025-09-22 03:36:03,,100,,,44100,7996975,,,Intención - Single,,,,Intención,1,5595,1,File,,2024
Artificial Vampire - Single,Cö shu Nie,J-Rock,Artificial Vampire,3:05,RAW,01 Artificial Vampire.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,120,256,,Se encuentra en spotify,,,2024-09-26 20:49:06,2025-10-17 06:56:41,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Artificial%20Vampire%20-%20Single/01%20Artificial%20Vampire.mp3,,5717,9E83E271E107B88B,5,3847261153,2025-11-29 17:39:13,,100,,,44100,8655123,,,,,,,,1,5597,1,File,,2024
asphyxia - Single,Cö shu Nie,J-Rock,asphyxia,2:55,RAW,01 asphyxia.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,,78,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:06,2025-10-17 06:56:41,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/asphyxia%20-%20Single/01%20asphyxia.mp3,,14791,6D89799F46161646,3,3826296912,2025-04-01 02:15:12,,100,,,44100,5631267,,,,,,,,3,5601,1,File,,2018
asphyxia - Single,Cö shu Nie,J-Rock,最終列車,2:48,RAW,02 最終列車.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,132,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:06,2025-10-17 06:56:40,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/asphyxia%20-%20Single/02%20%E6%9C%80%E7%B5%82%E5%88%97%E8%BB%8A.mp3,,12739,2477D94E41965000,5,3844360265,2025-10-27 03:51:05,,100,,,44100,5442639,1,2025-09-23 19:13:32,asphyxia - Single,,Cö shu Nie,,最終列車,3,5603,2,File,,2018
asphyxia - Single,Cö shu Nie,J-Rock,PERSON.,3:55,RAW,03 PERSON..mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,123,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:40,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/asphyxia%20-%20Single/03%20PERSON..mp3,,10014,9A6ACC72F0E2399F,2,3825260383,2025-03-20 02:19:43,,100,,,44100,7600140,,,asphyxia - Single,,Cö shu Nie,,PERSON.,3,5605,3,File,,2018
Aurora - EP,Cö shu Nie,J-Rock,character,2:28,RAW,01 character.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,175,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:40,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Aurora%20-%20EP/01%20character.mp3,,13842,8B268AFFED150122,4,3841918616,2025-09-28 20:36:56,,100,,,44100,4850014,,,Aurora - EP,,Cö shu Nie,,character,5,5607,1,File,,2018
Aurora - EP,Cö shu Nie,J-Rock,葡萄,2:36,RAW,02 葡萄.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,135,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:40,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Aurora%20-%20EP/02%20%E8%91%A1%E8%90%84.mp3,,9047,83935EDF4F95739B,5,3842294093,2025-10-03 04:54:53,,100,,,44100,5115835,,,Aurora - EP,,Cö shu Nie,,葡萄,5,5609,2,File,,2018
Aurora - EP,Cö shu Nie,J-Rock,defection,3:47,RAW,03 defection.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,58,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:39,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Aurora%20-%20EP/03%20defection.mp3,,5471,D5EFFC0DF283ADC4,7,3845727608,2025-11-11 23:40:08,,100,,,44100,7392042,,,Aurora - EP,,Cö shu Nie,,defection,5,5611,3,File,,2018
Aurora - EP,Cö shu Nie,J-Rock,asura,1:34,RAW,04 asura.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,143,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:39,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Aurora%20-%20EP/04%20asura.mp3,,11535,C1073C51A284F748,8,3847111206,2025-11-28 00:00:06,,100,,,44100,3128019,,,Aurora - EP,,Cö shu Nie,,asura,5,5613,4,File,,2018
Burn The Fire - Single,Cö shu Nie,J-Rock,Burn The Fire,3:55,RAW,01 Burn The Fire.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,79,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:07,2025-10-17 06:56:39,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Burn%20The%20Fire%20-%20Single/01%20Burn%20The%20Fire.mp3,,6962,531D3455854E2AFD,3,3837352775,2025-08-07 00:19:35,,100,,,44100,7635449,,,,,Cö shu Nie,,,1,5617,1,File,,2023
Flos Ex Machina,Cö shu Nie,J-Rock,病は花から,2:54,RAW,05 病は花から.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,130,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:08,2025-10-17 06:56:39,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Flos%20Ex%20Machina/05%20%E7%97%85%E3%81%AF%E8%8A%B1%E3%81%8B%E3%82%89.mp3,,3848,1F0714B241B3272C,1,3823967827,2025-03-05 03:17:07,,100,,,44100,5683054,,,Flos Ex Machina,,Cö shu Nie,,病は花から,13,5627,5,File,,2022
Idola,Cö shu Nie,J-Pop,ö=Person,3:49,RAW,01 ö=Person.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,120,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:10,2025-10-17 06:56:38,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Idola/01%20%C3%B6=Person.mp3,,5528,00B123151913D882,1,3833098405,2025-06-18 18:33:25,,100,,,44100,7454147,,,,,,,ö=Person,7,5649,1,File,,2012
Idola,Cö shu Nie,J-Pop,About the Drawings of a Mirror,3:41,RAW,03 About the Drawings of a Mirror.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,116,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:11,2025-10-17 06:56:38,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Idola/03%20About%20the%20Drawings%20of%20a%20Mirror.mp3,,5159,DDE6E3A84202BA34,6,3844234817,2025-10-25 16:00:17,,100,,,44100,7186664,,,,,,,About the Drawings of a Mirror,7,5653,3,File,,2012
LITMUS - EP,Cö shu Nie,J-Pop,Fool in tank,3:08,RAW,02 Fool in tank.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,90,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:12,2025-10-17 06:56:37,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/LITMUS%20-%20EP/02%20Fool%20in%20tank.mp3,,8074,017B589E33505E1F,9,3847190849,2025-11-28 22:07:29,,100,,,44100,6081606,,,LITMUS - EP,,Cö shu Nie,,Fool in tank,6,5665,2,File,,2020
LITMUS - EP,Cö shu Nie,J-Pop,ice melt,3:11,RAW,03 ice melt.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,100,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:12,2025-10-17 06:56:37,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/LITMUS%20-%20EP/03%20ice%20melt.mp3,,2907,B7C01B2BB41E2495,3,3839259564,2025-08-29 01:59:24,,100,,,44100,6182748,,,LITMUS - EP,,Cö shu Nie,,ice melt,6,5667,3,File,,2020
LITMUS - EP,Cö shu Nie,J-Pop,Black sand,2:44,RAW,05 Black sand.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,100,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:12,2025-10-17 06:56:37,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/LITMUS%20-%20EP/05%20Black%20sand.mp3,,4533,FBE43DA9A5402F4A,4,3845649585,2025-11-11 01:59:45,,100,,,44100,5324262,1,2025-03-05 02:36:44,LITMUS - EP,,Cö shu Nie,,Black sand,6,5671,5,File,,2020
LITMUS - EP,Cö shu Nie,J-Pop,Forever together,4:06,RAW,06 Forever together.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,135,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:12,2025-10-17 06:56:37,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/LITMUS%20-%20EP/06%20Forever%20together.mp3,,8557,E977D9752AC07485,3,3843136057,2025-10-12 22:47:37,,100,,,44100,7954903,,,LITMUS - EP,,Cö shu Nie,,Forever together,6,5673,6,File,,2020
no future - Single,Cö shu Nie,J-Rock,no future,3:21,RAW,01 no future.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,95,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:12,2025-10-17 06:56:36,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/no%20future%20-%20Single/01%20no%20future.mp3,,5959,8529D26BB2846632,8,3843575925,2025-10-18 00:58:45,,100,,,44100,6505911,,,no future - Single,,Cö shu Nie,,no future,1,5675,1,File,,2023
OVERKILL - EP,Cö shu Nie,J-Rock,透明,3:58,RAW,02 透明.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,93,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:14,2025-10-17 06:56:36,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/OVERKILL%20-%20EP/02%20%E9%80%8F%E6%98%8E.mp3,,9863,B5E0F98615D96F2C,5,3830873620,2025-05-24 00:33:40,,100,,,44100,7684371,,,,,,,,5,5693,2,File,,2020
OVERKILL - EP,Cö shu Nie,J-Rock,フラッシュバック,3:19,RAW,04 フラッシュバック.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,170,256,,Se encuentra en spotify,,,2024-09-26 20:49:14,2025-10-17 06:56:36,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/OVERKILL%20-%20EP/04%20%E3%83%95%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5%E3%83%90%E3%83%83%E3%82%AF.mp3,,11812,536B8C3AFC5EAA96,5,3846051009,2025-11-15 17:30:09,,100,,,44100,6437193,,,,,,,,5,5697,4,File,,2020
Puzzle - EP,Cö shu Nie,Alternativa,Pelican-Go de Dokomademo,4:59,RAW,01 Pelican-Go de Dokomademo.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,180,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:15,2025-10-17 06:56:34,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Puzzle%20-%20EP/01%20Pelican-Go%20de%20Dokomademo.mp3,,11114,0AC2CAF536BAECC7,5,3842199268,2025-10-02 02:34:28,,100,,,44100,9678564,,,Puzzle - EP,,Cö shu Nie,,Pelican-Go de Dokomademo,5,5701,1,File,,2016
Puzzle - EP,Cö shu Nie,Alternativa,Amayadori,3:45,RAW,02 Amayadori.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,135,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:15,2025-10-17 06:56:34,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Puzzle%20-%20EP/02%20Amayadori.mp3,,11431,4C87CD0E5830F904,5,3847195281,2025-11-28 23:21:21,,100,,,44100,7294510,,,Puzzle - EP,,Cö shu Nie,,Amayadori,5,5703,2,File,,2016
Puzzle - EP,Cö shu Nie,Alternativa,Eien No Torte,3:56,RAW,04 Eien No Torte.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,160,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:15,2025-10-17 06:56:34,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/Puzzle%20-%20EP/04%20Eien%20No%20Torte.mp3,,12010,B15E079B55A96FC4,3,3834502890,2025-07-05 00:41:30,,100,,,44100,7643928,,,Puzzle - EP,,Cö shu Nie,,Eien No Torte,5,5707,4,File,,2016
red strand - Single,Cö shu Nie,J-Rock,red strand,4:01,RAW,01 red strand.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,88,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:16,2025-10-17 06:56:34,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/red%20strand%20-%20Single/01%20red%20strand.mp3,,11229,18E52785EADC58C1,7,3845704812,2025-11-11 17:20:12,,100,,,44100,7757376,,,,,,,,1,5711,1,File,,2020
SAKURA BURST - EP,Cö shu Nie,J-Rock,SAKURA BURST,4:23,RAW,01 SAKURA BURST.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,72,256,,Se encuentra en spotify,,Miku Nakamura,2024-09-26 20:49:16,2025-10-17 06:56:33,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/SAKURA%20BURST%20-%20EP/01%20SAKURA%20BURST.mp3,,7411,888B5B0DC8B848E8,5,3841920344,2025-09-28 21:05:44,,100,,,44100,8535391,,,,,,,,5,5713,1,File,,2022
SAKURA BURST - EP,Cö shu Nie,J-Rock,o=レテヘの行進,3:08,RAW,02 o=レテヘの行進.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,130,256,,Se encuentra en spotify,,,2024-09-26 20:49:16,2025-10-17 06:56:33,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/SAKURA%20BURST%20-%20EP/02%20o=%E3%83%AC%E3%83%86%E3%83%98%E3%81%AE%E8%A1%8C%E9%80%B2.mp3,,11576,C804B383725856B5,5,3844175019,2025-10-24 23:23:39,,100,,,44100,6137984,,,,,,,,5,5715,2,File,,2022
絶体絶命 - Lamp - EP,Cö shu Nie,J-Rock,絶体絶命,2:29,RAW,01 絶体絶命.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Cö shu Nie,100,True,1,143,256,,Se encuentra en spotify,,Cö Shu Nie,2024-09-26 20:49:17,2025-10-17 06:56:33,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/C%C3%B6%20shu%20Nie/%E7%B5%B6%E4%BD%93%E7%B5%B6%E5%91%BD%20-%20Lamp%20-%20EP/01%20%E7%B5%B6%E4%BD%93%E7%B5%B6%E5%91%BD.mp3,,9786,CE68B50F12BD7A6E,3,3845109144,2025-11-04 19:52:24,,100,,,44100,4818874,,,,,,,,4,5725,1,File,,2019
Blizzard - Single,Daichi Miura,J-Pop,Blizzard,5:10,RAW,01 Blizzard.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daichi Miura,100,True,1,140,256,,Se encuentra en spotify,,Nao'ymt & 三浦大知/Nao'ymt,2024-09-26 20:49:18,2025-10-17 06:56:25,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daichi%20Miura/Blizzard%20-%20Single/01%20Blizzard.mp3,,7296,E26E8928ECC84E5B,4,3845726167,2025-11-11 23:16:07,,100,,,44100,10115307,,,,,,,,1,5735,1,File,,2018
Abon - Single,Daoko,J-Pop,Abon,2:35,RAW,01 Abon.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daoko,100,True,1,77,256,,Se encuentra en spotify,,Daoko & Dj6gatsu,2024-09-26 20:49:18,2025-10-17 06:56:23,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daoko/Abon%20-%20Single/01%20Abon.mp3,,4183,9F224E4105C8D1F3,2,3829157671,2025-05-04 03:54:31,,100,,,44100,5124827,,,,,,,,1,5737,1,File,,2023
Allure of the Dark - Single,Daoko,J-Pop,Allure of the Dark,4:08,RAW,01 Allure of the Dark.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daoko,100,True,1,158,256,,Se encuentra en spotify,,,2024-09-26 20:49:18,2025-10-17 06:56:23,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daoko/Allure%20of%20the%20Dark%20-%20Single/01%20Allure%20of%20the%20Dark.mp3,,5213,5D49D4BE00996F29,3,3847090298,2025-11-27 18:11:38,,100,,,44100,8038701,,,,,,,,1,5739,1,File,,2023
DAOKO,DAOKO,J-Pop,Suisei,4:33,RAW,01 Suisei.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,DAOKO,100,True,1,100,256,,Se encuentra en spotify,,"tofubeats, DAOKO & Onomatope Daiji",2024-09-26 20:49:20,2025-10-17 06:56:23,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/DAOKO/DAOKO/01%20Suisei.mp3,,5334,B3B81E6625F59A71,2,3833805455,2025-06-26 22:57:35,,100,,,44100,8829257,,,,,,,,12,5763,1,File,,2015
DAOKO,DAOKO,J-Pop,Kakete Ageru,4:03,RAW,02 Kakete Ageru.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,DAOKO,100,True,1,109,256,,Se encuentra en spotify,,DAOKO & 小島英也,2024-09-26 20:49:20,2025-10-17 06:56:23,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/DAOKO/DAOKO/02%20Kakete%20Ageru.mp3,,4319,2C07C0AD2363F6D9,1,3819979475,2025-01-17 23:24:35,,100,,,44100,7852910,,,,,,,,12,5765,2,File,,2015
Hajimemashiteno Kimochiwo - Single,DAOKO,J-Pop,Hajimemashiteno Kimochiwo,3:47,RAW,01 Hajimemashiteno Kimochiwo.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,DAOKO,100,True,1,96,256,,Se encuentra en spotify,,YOH KAMIYAMA & Daoko,2024-09-26 20:49:23,2025-10-17 06:56:22,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/DAOKO/Hajimemashiteno%20Kimochiwo%20-%20Single/01%20Hajimemashiteno%20Kimochiwo.mp3,,5078,1183B93095DEB4F1,2,3845297754,2025-11-07 00:15:54,,100,,,44100,7379298,,,,,,,,1,5787,1,File,,2019
HYPER GIRL -向こう側の女の子-,Daoko,Hip-Hop/Rap,最近,3:22,RAW,04 最近.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daoko,100,True,1,120,256,,Se encuentra en spotify,,daoko & COASARU,2024-09-26 20:49:23,2025-10-17 06:56:22,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daoko/HYPER%20GIRL%20-%E5%90%91%E3%81%93%E3%81%86%E5%81%B4%E3%81%AE%E5%A5%B3%E3%81%AE%E5%AD%90-/04%20%E6%9C%80%E8%BF%91.mp3,,2677,7EC7FB911F7E942D,6,3839257163,2025-08-29 01:19:23,,100,,,44100,6590625,,,,,,,,13,5795,4,File,,2012
Moshimo Bokura Ga Game No Shyuyakude - Daisuki with TeddyLoid - Bang!,Daoko with TeddyLoid,J-Pop,Daisuki,3:18,RAW,02 Daisuki.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daoko,100,True,1,75,256,,Se encuentra en spotify,,,2024-09-26 20:49:25,2025-10-17 06:56:20,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daoko/Moshimo%20Bokura%20Ga%20Game%20No%20Shyuyakude%20-%20D/02%20Daisuki.mp3,,8878,1E20B772ECAFBBF6,5,3843576827,2025-10-18 01:13:47,,100,,,44100,6433734,1,2025-09-05 23:49:23,,,,,,8,5817,2,File,,2016
Moshimo Bokura Ga Game No Shyuyakude - Daisuki with TeddyLoid - Bang!,Daoko,J-Pop,Bang!,3:39,RAW,03 Bang!.mp3,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Daoko,100,True,1,80,256,,Se encuentra en spotify,,DAOKO & 小島英也(ORESAMA),2024-09-26 20:49:25,2025-10-17 06:56:22,1,1,,,5,Archivo de audio MPEG,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Daoko/Moshimo%20Bokura%20Ga%20Game%20No%20Shyuyakude%20-%20D/03%20Bang!.mp3,,6220,B720AEE8C930C8CC,8,3846404682,2025-11-19 19:44:42,,100,,,44100,7084062,,,,,,,,8,5819,3,File,,2016
